site,pit,year,depth,density,swe,htc
PPA,PPAw,2003,30.00,261.28,78.39,0.67
PPA,PPAw,2003,28.00,257.95,72.23,0.70
PPA,PPAw,2003,29.00,269.33,78.11,0.74
PPA,PPAw,2003,25.00,251.95,62.99,0.75
PPA,PPAc,2003,12.00,174.97,21.00,0.75
PPA,PPAw,2003,19.00,221.01,41.99,0.76
PPA,PPAc,2003,9.00,155.53,14.00,0.79
PPA,PPAc,2003,9.00,155.53,14.00,0.79
PPA,PPAw,2003,28.00,279.45,78.25,0.82
PPA,PPAw,2003,14.00,199.96,27.99,0.84
PPA,PPAw,2003,24.00,262.45,62.99,0.84
PPA,PPAw,2003,22.00,254.50,55.99,0.87
PPA,PPAw,2003,22.00,254.50,55.99,0.87
PPA,PPAw,2003,22.00,254.50,55.99,0.87
PPA,PPAw,2003,16.00,218.71,34.99,0.88
PPA,PPAw,2003,18.00,233.29,41.99,0.89
PPA,PPAw,2003,18.00,233.29,41.99,0.89
PPA,PPAw,2003,28.00,299.94,83.98,0.94
PPA,PPAw,2003,19.00,257.85,48.99,1.03
PPA,PPAw,2003,24.00,291.61,69.99,1.04
PPA,PPAw,2003,18.00,256.62,46.19,1.08
PPA,PPAc,2003,8.00,174.97,14.00,1.13
PPA,PPAc,2003,5.00,139.97,7.00,1.15
PPA,PPAw,2003,20.00,279.95,55.99,1.15
PPA,PPAw,2003,23.00,304.29,69.99,1.18
PPA,PPAw,2003,18.00,272.17,48.99,1.21
PPA,PPAw,2003,16.00,262.45,41.99,1.27
PPA,PPAw,2003,16.00,262.45,41.99,1.27
PPA,PPAc,2003,10.00,209.96,21.00,1.30
PPA,PPAw,2003,10.00,209.96,21.00,1.30
PPA,PPAc,2003,4.00,132.97,5.32,1.30
PPA,PPAc,2003,12.00,233.29,27.99,1.33
PPA,PPAc,2003,12.00,233.29,27.99,1.33
PPA,PPAw,2003,12.00,233.29,27.99,1.33
PPA,PPAw,2003,12.00,233.29,27.99,1.33
PPA,PPAw,2003,26.00,349.93,90.98,1.38
PPA,PPAw,2003,21.00,333.27,69.99,1.55
PPA,PPAw,2003,18.00,311.05,55.99,1.58
PPA,PPAc,2003,7.00,195.96,13.72,1.61
PPA,PPAc,2003,7.00,199.96,14.00,1.68
PPA,PPAc,2003,7.00,199.96,14.00,1.68
PPA,PPAc,2003,7.00,199.96,14.00,1.68
PPA,PPAc,2003,7.00,199.96,14.00,1.68
PPA,PPAc,2003,7.00,199.96,14.00,1.68
PPA,PPAc,2003,7.00,199.96,14.00,1.68
PPA,PPAc,2003,7.00,199.96,14.00,1.68
PPA,PPAw,2003,16.00,306.19,48.99,1.72
PPA,PPAc,2003,9.00,233.29,21.00,1.78
PPA,PPAc,2003,9.00,233.29,21.00,1.78
PPA,PPAc,2003,14.00,299.94,41.99,1.89
PPA,PPAw,2003,14.00,299.94,41.99,1.89
PPA,PPAw,2003,18.00,349.93,62.99,2.00
PPA,PPAc,2003,12.00,291.61,34.99,2.08
PPA,PPAc,2003,12.00,291.61,34.99,2.08
PPA,PPAc,2003,4.00,174.97,7.00,2.25
PPA,PPAc,2003,4.00,174.97,7.00,2.25
PPA,PPAc,2003,4.00,174.97,7.00,2.25
PPA,PPAc,2003,4.00,174.97,7.00,2.25
PPA,PPAc,2003,4.00,174.97,7.00,2.25
PPA,PPAc,2003,10.00,279.95,27.99,2.30
PPA,PPAc,2003,10.00,279.95,27.99,2.30
PPA,PPAw,2003,10.00,279.95,27.99,2.30
PPA,PPAw,2003,10.00,279.95,27.99,2.30
PPA,PPAw,2003,41.00,580.38,237.95,2.42
PPA,PPAc,2003,8.00,262.45,21.00,2.53
PPA,PPAc,2003,8.00,262.45,21.00,2.53
PPA,PPAc,2003,8.00,262.45,21.00,2.53
PPA,PPAc,2003,6.00,233.29,14.00,2.67
PPA,PPAc,2003,6.00,233.29,14.00,2.67
PPA,PPAc,2003,6.00,233.29,14.00,2.67
PPA,PPAc,2003,6.00,233.29,14.00,2.67
PPA,PPAc,2003,6.00,233.29,14.00,2.67
PPA,PPAc,2003,6.00,233.29,14.00,2.67
PPA,PPAc,2003,6.00,233.29,14.00,2.67
PPA,PPAc,2003,9.00,311.05,27.99,3.16
PPA,PPAw,2003,13.00,376.85,48.99,3.21
PPA,PPAw,2003,13.00,376.85,48.99,3.21
PPA,PPAw,2003,14.00,399.92,55.99,3.36
PPA,PPAc,2003,6.00,270.61,16.24,3.59
PPA,PPAc,2003,10.00,349.93,34.99,3.60
PPA,PPAc,2003,7.00,299.94,21.00,3.78
PPA,PPAc,2003,7.00,299.94,21.00,3.78
PPA,PPAc,2003,7.00,299.94,21.00,3.78
PPA,PPAc,2003,7.00,299.94,21.00,3.78
PPA,PPAc,2003,7.00,299.94,21.00,3.78
PPA,PPAc,2003,7.00,299.94,21.00,3.78
PPA,PPAc,2003,13.00,430.69,55.99,4.19
PPA,PPAc,2003,8.00,349.93,27.99,4.50
PPA,PPAc,2003,8.00,349.93,27.99,4.50
PPA,PPAc,2003,8.00,349.93,27.99,4.50
PPA,PPAc,2003,8.00,349.93,27.99,4.50
PPA,PPAc,2003,8.00,349.93,27.99,4.50
PPA,PPAc,2003,5.00,279.95,14.00,4.61
PPA,PPAc,2003,5.00,279.95,14.00,4.61
PPA,PPAc,2003,5.00,279.95,14.00,4.61
PPA,PPAc,2003,5.00,279.95,14.00,4.61
PPA,PPAw,2003,12.00,466.58,55.99,5.33
PPA,PPAw,2003,12.00,466.58,55.99,5.33
PPA,PPAc,2003,5.00,319.14,15.96,5.99
PPA,PPAc,2003,5.00,319.14,15.96,5.99
PPA,PPAc,2003,6.00,349.93,21.00,6.00
PPA,PPAc,2003,6.00,349.93,21.00,6.00
PPA,PPAc,2003,6.00,349.93,21.00,6.00
PPA,PPAc,2003,6.00,349.93,21.00,6.00
PPA,PPAc,2003,6.00,349.93,21.00,6.00
PPA,PPAc,2003,6.00,349.93,21.00,6.00
PPA,PPAc,2003,5.00,330.34,16.52,6.42
PPA,PPAc,2003,4.00,300.94,12.04,6.66
PPA,PPAc,2003,7.00,399.92,27.99,6.72
PPA,PPAc,2003,7.00,399.92,27.99,6.72
PPA,PPAc,2003,7.00,399.92,27.99,6.72
PPA,PPAc,2003,7.00,399.92,27.99,6.72
PPA,PPAc,2003,8.00,437.42,34.99,7.03
PPA,PPAc,2003,9.00,466.58,41.99,7.11
PPA,PPAc,2003,4.00,328.94,13.16,7.95
PPA,PPAc,2003,4.00,349.93,14.00,9.00
PPA,PPAc,2003,4.00,349.93,14.00,9.00
PPA,PPAc,2003,4.00,349.93,14.00,9.00
PPA,PPAc,2003,4.00,349.93,14.00,9.00
PPA,PPAc,2003,4.00,349.93,14.00,9.00
PPA,PPAc,2003,4.00,349.93,14.00,9.00
PPA,PPAc,2003,4.00,349.93,14.00,9.00
PPA,PPAc,2003,8.00,524.90,41.99,10.13
PPA,PPAc,2003,5.00,419.92,21.00,10.37
PPA,PPAc,2003,5.00,419.92,21.00,10.37
PPA,PPAc,2003,5.00,419.92,21.00,10.37
PPA,PPAc,2003,5.00,419.92,21.00,10.37
PPA,PPAc,2003,5.00,419.92,21.00,10.37
PPA,PPAc,2003,5.00,419.92,21.00,10.37
PPA,PPAc,2003,5.00,419.92,21.00,10.37
PPA,PPAc,2003,7.00,499.90,34.99,10.50
PPA,PPAc,2003,6.00,466.58,27.99,10.67
PPA,PPAc,2003,6.00,466.58,27.99,10.67
PPA,PPAc,2003,6.00,466.58,27.99,10.67
PPA,PPAc,2003,6.00,466.58,27.99,10.67
PPA,PPAc,2003,6.00,466.58,27.99,10.67
PPA,PPAc,2003,6.00,466.58,27.99,10.67
PPA,PPAc,2003,6.00,466.58,27.99,10.67
PPA,PPAc,2003,6.00,466.58,27.99,10.67
PPA,PPAc,2003,6.00,583.22,34.99,16.67
PPA,PPAc,2003,5.00,559.89,27.99,18.43
PPA,PPAc,2003,4.00,524.90,21.00,20.25
PPA,PPAc,2003,3.00,466.58,14.00,21.33
PPA,PPAc,2003,3.00,466.58,14.00,21.33
PPA,PPAc,2003,3.00,475.91,14.28,22.20
PPA,PPAc,2003,4.00,699.87,27.99,36.00
PPD,PPDw,2003,53.00,66.03,34.99,0.02
PPD,PPDw,2003,36.00,58.32,21.00,0.03
PPD,PPDw,2003,69.00,154.17,106.38,0.10
PPD,PPDc,2003,6.00,46.66,2.80,0.11
PPD,PPDc,2003,6.00,46.66,2.80,0.11
PPD,PPDc,2003,6.00,46.66,2.80,0.11
PPD,PPDw,2003,53.00,158.46,83.98,0.14
PPD,PPDw,2003,61.00,174.39,106.38,0.15
PPD,PPDc,2003,8.00,69.99,5.60,0.18
PPD,PPDc,2003,5.00,55.99,2.80,0.18
PPD,PPDc,2003,4.00,51.30,2.05,0.19
PPD,PPDw,2003,69.00,215.03,148.37,0.20
PPD,PPDw,2003,60.00,200.63,120.38,0.20
PPD,PPDw,2003,75.00,225.82,169.37,0.20
PPD,PPDw,2003,74.00,226.98,167.97,0.20
PPD,PPDw,2003,65.00,217.50,141.37,0.21
PPD,PPDw,2003,48.00,192.46,92.38,0.23
PPD,PPDw,2003,61.00,220.29,134.37,0.23
PPD,PPDw,2003,54.00,209.96,113.38,0.24
PPD,PPDw,2003,58.00,219.61,127.38,0.24
PPD,PPDw,2003,36.00,174.97,62.99,0.25
PPD,PPDw,2003,71.00,246.43,174.97,0.25
PPD,PPDw,2003,59.00,227.75,134.37,0.26
PPD,PPDw,2003,30.00,163.30,48.99,0.26
PPD,PPDc,2003,7.00,79.98,5.60,0.27
PPD,PPDc,2003,7.00,79.98,5.60,0.27
PPD,PPDw,2003,56.00,227.46,127.38,0.27
PPD,PPDw,2003,56.00,227.46,127.38,0.27
PPD,PPDw,2003,51.00,219.57,111.98,0.28
PPD,PPDc,2003,8.00,87.48,7.00,0.28
PPD,PPDw,2003,32.00,174.97,55.99,0.28
PPD,PPDc,2003,10.00,97.98,9.80,0.28
PPD,PPDw,2003,73.00,268.44,195.96,0.29
PPD,PPDw,2003,68.00,259.36,176.37,0.29
PPD,PPDw,2003,60.00,247.29,148.37,0.30
PPD,PPDw,2003,72.00,272.17,195.96,0.30
PPD,PPDw,2003,75.00,279.95,209.96,0.31
PPD,PPDw,2003,36.00,194.41,69.99,0.31
PPD,PPDw,2003,57.00,245.57,139.97,0.31
PPD,PPDw,2003,64.00,262.45,167.97,0.32
PPD,PPDw,2003,75.00,289.28,216.96,0.33
PPD,PPDw,2003,60.00,258.95,155.37,0.33
PPD,PPDw,2003,46.00,228.22,104.98,0.33
PPD,PPDw,2003,54.00,248.84,134.37,0.34
PPD,PPDw,2003,66.00,275.70,181.97,0.34
PPD,PPDw,2003,72.00,291.61,209.96,0.35
PPD,PPDw,2003,53.00,250.90,132.97,0.35
PPD,PPDw,2003,75.00,298.61,223.96,0.35
PPD,PPDw,2003,43.00,227.86,97.98,0.35
PPD,PPDw,2003,60.00,270.61,162.37,0.36
PPD,PPDw,2003,60.00,270.61,162.37,0.36
PPD,PPDc,2003,4.00,69.99,2.80,0.36
PPD,PPDc,2003,4.00,69.99,2.80,0.36
PPD,PPDw,2003,56.00,262.45,146.97,0.36
PPD,PPDw,2003,74.00,302.64,223.96,0.36
PPD,PPDw,2003,74.00,302.64,223.96,0.36
PPD,PPDw,2003,34.00,205.84,69.99,0.37
PPD,PPDw,2003,50.00,251.95,125.98,0.37
PPD,PPDw,2003,48.00,247.87,118.98,0.38
PPD,PPDw,2003,42.00,233.29,97.98,0.38
PPD,PPDw,2003,15.00,139.97,21.00,0.38
PPD,PPDw,2003,74.00,312.10,230.96,0.39
PPD,PPDw,2003,56.00,274.95,153.97,0.40
PPD,PPDw,2003,51.00,263.48,134.37,0.40
PPD,PPDw,2003,59.00,284.69,167.97,0.40
PPD,PPDc,2003,8.00,104.98,8.40,0.41
PPD,PPDc,2003,8.00,104.98,8.40,0.41
PPD,PPDw,2003,74.00,321.56,237.95,0.41
PPD,PPDw,2003,68.00,308.76,209.96,0.41
PPD,PPDw,2003,50.00,265.95,132.97,0.42
PPD,PPDw,2003,60.00,291.61,174.97,0.42
PPD,PPDw,2003,48.00,262.45,125.98,0.42
PPD,PPDw,2003,58.00,289.60,167.97,0.43
PPD,PPDw,2003,46.00,258.65,118.98,0.43
PPD,PPDw,2003,44.00,254.50,111.98,0.43
PPD,PPDw,2003,32.00,218.71,69.99,0.44
PPD,PPDw,2003,36.00,233.29,83.98,0.44
PPD,PPDw,2003,52.00,282.64,146.97,0.45
PPD,PPDw,2003,74.00,342.37,253.35,0.47
PPD,PPDw,2003,68.00,329.35,223.96,0.47
PPD,PPDw,2003,56.00,299.94,167.97,0.47
PPD,PPDw,2003,59.00,308.42,181.97,0.47
PPD,PPDw,2003,46.00,273.86,125.98,0.48
PPD,PPDc,2003,7.00,107.58,7.53,0.49
PPD,PPDw,2003,44.00,270.40,118.98,0.49
PPD,PPDc,2003,7.50,111.98,8.40,0.49
PPD,PPDc,2003,7.50,111.98,8.40,0.49
PPD,PPDw,2003,54.00,300.68,162.37,0.49
PPD,PPDw,2003,52.00,296.10,153.97,0.50
PPD,PPDw,2003,61.00,321.25,195.96,0.50
PPD,PPDw,2003,48.00,291.61,139.97,0.52
PPD,PPDw,2003,48.00,291.61,139.97,0.52
PPD,PPDw,2003,54.00,311.05,167.97,0.53
PPD,PPDc,2003,8.00,122.48,9.80,0.55
PPD,PPDw,2003,56.00,324.94,181.97,0.55
PPD,PPDw,2003,47.00,297.82,139.97,0.55
PPD,PPDw,2003,53.00,316.92,167.97,0.56
PPD,PPDw,2003,37.00,264.81,97.98,0.56
PPD,PPDw,2003,50.00,307.94,153.97,0.56
PPD,PPDc,2003,10.00,139.97,14.00,0.58
PPD,PPDw,2003,58.00,337.87,195.96,0.58
PPD,PPDw,2003,31.00,248.34,76.99,0.58
PPD,PPDw,2003,25.00,223.96,55.99,0.59
PPD,PPDw,2003,54.00,336.97,181.97,0.62
PPD,PPDw,2003,62.00,361.22,223.96,0.62
PPD,PPDw,2003,32.00,262.45,83.98,0.63
PPD,PPDw,2003,52.00,336.47,174.97,0.64
PPD,PPDw,2003,46.00,319.50,146.97,0.65
PPD,PPDw,2003,53.00,343.33,181.97,0.65
PPD,PPDw,2003,50.00,335.94,167.97,0.66
PPD,PPDw,2003,58.00,362.00,209.96,0.66
PPD,PPDc,2003,6.00,116.64,7.00,0.67
PPD,PPDc,2003,6.00,116.64,7.00,0.67
PPD,PPDw,2003,31.00,270.92,83.98,0.70
PPD,PPDw,2003,29.00,265.47,76.99,0.71
PPD,PPDw,2003,34.00,288.18,97.98,0.72
PPD,PPDw,2003,40.00,314.94,125.98,0.73
PPD,PPDc,2003,5.00,111.98,5.60,0.74
PPD,PPDc,2003,9.00,155.53,14.00,0.79
PPD,PPDc,2003,9.00,155.53,14.00,0.79
PPD,PPDw,2003,9.00,155.53,14.00,0.79
PPD,PPDw,2003,28.00,274.95,76.99,0.79
PPD,PPDc,2003,8.00,147.99,11.84,0.80
PPD,PPDw,2003,26.00,269.18,69.99,0.82
PPD,PPDw,2003,26.00,269.18,69.99,0.82
PPD,PPDc,2003,4.00,106.87,4.27,0.84
PPD,PPDw,2003,29.00,289.60,83.98,0.85
PPD,PPDc,2003,6.00,131.81,7.91,0.85
PPD,PPDw,2003,52.00,391.39,203.52,0.87
PPD,PPDw,2003,25.00,279.95,69.99,0.92
PPD,PPDw,2003,56.00,424.92,237.95,0.95
PPD,PPDc,2003,6.00,139.97,8.40,0.96
PPD,PPDc,2003,6.00,139.97,8.40,0.96
PPD,PPDw,2003,22.00,286.31,62.99,1.10
PPD,PPDc,2003,10.00,195.96,19.60,1.13
PPD,PPDc,2003,5.00,139.97,7.00,1.15
PPD,PPDc,2003,5.00,139.97,7.00,1.15
PPD,PPDc,2003,8.00,180.32,14.43,1.19
PPD,PPDc,2003,10.00,209.96,21.00,1.30
PPD,PPDc,2003,10.00,209.96,21.00,1.30
PPD,PPDc,2003,9.00,202.18,18.20,1.34
PPD,PPDc,2003,8.00,192.46,15.40,1.36
PPD,PPDc,2003,4.00,139.97,5.60,1.44
PPD,PPDc,2003,4.00,139.97,5.60,1.44
PPD,PPDw,2003,20.00,314.94,62.99,1.46
PPD,PPDc,2003,5.00,167.97,8.40,1.66
PPD,PPDc,2003,5.00,167.97,8.40,1.66
PPD,PPDc,2003,5.00,167.97,8.40,1.66
PPD,PPDc,2003,5.00,167.97,8.40,1.66
PPD,PPDc,2003,5.00,167.97,8.40,1.66
PPD,PPDc,2003,7.00,199.96,14.00,1.68
PPD,PPDc,2003,7.00,199.96,14.00,1.68
PPD,PPDc,2003,7.00,199.96,14.00,1.68
PPD,PPDw,2003,23.00,365.15,83.98,1.70
PPD,PPDw,2003,23.00,365.15,83.98,1.70
PPD,PPDc,2003,8.00,221.44,17.72,1.80
PPD,PPDc,2003,5.50,203.65,11.20,2.22
PPD,PPDc,2003,4.00,174.97,7.00,2.25
PPD,PPDc,2003,4.00,174.97,7.00,2.25
PPD,PPDc,2003,4.00,174.97,7.00,2.25
PPD,PPDc,2003,4.00,174.97,7.00,2.25
PPD,PPDc,2003,5.00,195.96,9.80,2.26
PPD,PPDc,2003,10.00,279.95,27.99,2.30
PPD,PPDc,2003,8.00,262.45,21.00,2.53
PPD,PPDc,2003,8.00,262.45,21.00,2.53
PPD,PPDc,2003,8.00,262.45,21.00,2.53
PPD,PPDc,2003,8.00,262.45,21.00,2.53
PPD,PPDc,2003,8.00,262.45,21.00,2.53
PPD,PPDc,2003,6.00,233.29,14.00,2.67
PPD,PPDc,2003,6.00,233.29,14.00,2.67
PPD,PPDc,2003,6.00,233.29,14.00,2.67
PPD,PPDc,2003,6.00,233.29,14.00,2.67
PPD,PPDc,2003,6.00,233.29,14.00,2.67
PPD,PPDc,2003,6.00,233.29,14.00,2.67
PPD,PPDc,2003,6.00,233.29,14.00,2.67
PPD,PPDc,2003,6.00,233.29,14.00,2.67
PPD,PPDc,2003,6.00,233.29,14.00,2.67
PPD,PPDw,2003,20.00,454.91,90.98,3.04
PPD,PPDc,2003,7.50,279.95,21.00,3.07
PPD,PPDc,2003,9.00,311.05,27.99,3.16
PPD,PPDc,2003,9.00,311.05,27.99,3.16
PPD,PPDc,2003,9.00,311.05,27.99,3.16
PPD,PPDc,2003,9.00,311.05,27.99,3.16
PPD,PPDc,2003,4.00,209.96,8.40,3.24
PPD,PPDc,2003,3.50,199.96,7.00,3.36
PPD,PPDc,2003,3.00,186.63,5.60,3.41
PPD,PPDc,2003,5.00,245.46,12.27,3.54
PPD,PPDc,2003,7.00,299.94,21.00,3.78
PPD,PPDc,2003,7.00,299.94,21.00,3.78
PPD,PPDc,2003,7.00,299.94,21.00,3.78
PPD,PPDc,2003,8.00,349.93,27.99,4.50
PPD,PPDc,2003,8.00,349.93,27.99,4.50
PPD,PPDc,2003,5.00,279.95,14.00,4.61
PPD,PPDc,2003,5.00,279.95,14.00,4.61
PPD,PPDc,2003,5.00,279.95,14.00,4.61
PPD,PPDc,2003,5.00,279.95,14.00,4.61
PPD,PPDc,2003,5.00,279.95,14.00,4.61
PPD,PPDc,2003,5.00,279.95,14.00,4.61
PPD,PPDc,2003,8.00,367.43,29.39,4.96
PPD,PPDc,2003,6.00,326.60,19.60,5.23
PPD,PPDc,2003,3.00,235.90,7.08,5.45
PPD,PPDc,2003,6.00,349.93,21.00,6.00
PPD,PPDc,2003,6.00,349.93,21.00,6.00
PPD,PPDc,2003,7.00,399.92,27.99,6.72
PPD,PPDc,2003,7.00,399.92,27.99,6.72
PPD,PPDc,2003,4.00,349.93,14.00,9.00
PPD,PPDc,2003,4.00,349.93,14.00,9.00
PPD,PPDc,2003,4.00,349.93,14.00,9.00
PPD,PPDc,2003,4.00,349.93,14.00,9.00
PPD,PPDc,2003,4.00,349.93,14.00,9.00
PPD,PPDc,2003,4.00,349.93,14.00,9.00
PPD,PPDc,2003,2.50,279.95,7.00,9.22
PPD,PPDc,2003,2.50,279.95,7.00,9.22
PPD,PPDc,2003,6.00,443.25,26.59,9.63
PPD,PPDc,2003,5.00,419.92,21.00,10.37
PPD,PPDc,2003,5.00,419.92,21.00,10.37
PPD,PPDc,2003,6.00,466.58,27.99,10.67
PPD,PPDw,2003,6.00,466.58,27.99,10.67
PPD,PPDc,2003,6.00,536.56,32.19,14.11
PPD,PPDc,2003,5.00,559.89,27.99,18.43
TUN,TUN,2003,9.00,62.21,5.60,0.13
TUN,TUN,2003,8.00,69.99,5.60,0.18
TUN,TUN,2003,8.00,69.99,5.60,0.18
TUN,TUN,2003,8.00,69.99,5.60,0.18
TUN,TUN,2003,8.00,69.99,5.60,0.18
TUN,TUN,2003,8.00,69.99,5.60,0.18
TUN,TUN,2003,8.00,69.99,5.60,0.18
TUN,TUN,2003,9.00,77.76,7.00,0.20
TUN,TUN,2003,8.00,87.48,7.00,0.28
TUN,TUN,2003,8.00,87.48,7.00,0.28
TUN,TUN,2003,9.00,103.27,9.29,0.35
TUN,TUN,2003,10.00,111.98,11.20,0.37
TUN,TUN,2003,10.00,117.58,11.76,0.41
TUN,TUN,2003,12.00,130.64,15.68,0.42
TUN,TUN,2003,6.00,93.32,5.60,0.43
TUN,TUN,2003,6.00,93.32,5.60,0.43
TUN,TUN,2003,12.00,139.97,16.80,0.48
TUN,TUN,2003,8.00,122.48,9.80,0.55
TUN,TUN,2003,7.00,119.98,8.40,0.60
TUN,TUN,2003,10.00,145.57,14.56,0.62
TUN,TUN,2003,6.00,116.64,7.00,0.67
TUN,TUN,2003,6.00,116.64,7.00,0.67
TUN,TUN,2003,6.00,116.64,7.00,0.67
TUN,TUN,2003,6.00,116.64,7.00,0.67
TUN,TUN,2003,14.00,179.97,25.20,0.68
TUN,TUN,2003,9.00,155.53,14.00,0.79
TUN,TUN,2003,10.00,167.97,16.80,0.83
TUN,TUN,2003,12.00,186.63,22.40,0.85
TUN,TUN,2003,7.50,149.30,11.20,0.87
TUN,TUN,2003,6.00,139.97,8.40,0.96
TUN,TUN,2003,10.50,185.56,19.48,0.96
TUN,TUN,2003,8.00,169.72,13.58,1.06
TUN,TUN,2003,7.00,159.97,11.20,1.07
TUN,TUN,2003,12.00,209.96,25.20,1.08
TUN,TUN,2003,11.00,203.60,22.40,1.11
TUN,TUN,2003,11.00,203.60,22.40,1.11
TUN,TUN,2003,8.00,174.97,14.00,1.13
TUN,TUN,2003,8.00,174.97,14.00,1.13
TUN,TUN,2003,9.00,188.81,16.99,1.16
TUN,TUN,2003,11.00,210.21,23.12,1.18
TUN,TUN,2003,11.00,216.32,23.80,1.25
TUN,TUN,2003,10.00,209.96,21.00,1.30
TUN,TUN,2003,10.00,209.96,21.00,1.30
TUN,TUN,2003,10.00,209.96,21.00,1.30
TUN,TUN,2003,7.50,186.63,14.00,1.37
TUN,TUN,2003,8.00,195.96,15.68,1.41
TUN,TUN,2003,10.00,224.52,22.45,1.48
TUN,TUN,2003,9.00,214.63,19.32,1.50
TUN,TUN,2003,12.00,256.62,30.79,1.61
TUN,TUN,2003,12.00,256.62,30.79,1.61
TUN,TUN,2003,8.00,209.96,16.80,1.62
TUN,TUN,2003,8.00,209.96,16.80,1.62
TUN,TUN,2003,8.00,209.96,16.80,1.62
TUN,TUN,2003,5.00,167.97,8.40,1.66
TUN,TUN,2003,7.00,199.96,14.00,1.68
TUN,TUN,2003,7.00,199.96,14.00,1.68
TUN,TUN,2003,7.00,199.96,14.00,1.68
TUN,TUN,2003,7.00,199.96,14.00,1.68
TUN,TUN,2003,7.00,199.96,14.00,1.68
TUN,TUN,2003,7.00,199.96,14.00,1.68
TUN,TUN,2003,6.00,186.63,11.20,1.71
TUN,TUN,2003,6.00,186.63,11.20,1.71
TUN,TUN,2003,6.00,186.63,11.20,1.71
TUN,TUN,2003,11.00,254.50,27.99,1.73
TUN,TUN,2003,9.00,242.62,21.84,1.92
TUN,TUN,2003,7.50,223.96,16.80,1.97
TUN,TUN,2003,11.00,279.95,30.79,2.09
TUN,TUN,2003,10.00,279.95,27.99,2.30
TUN,TUN,2003,7.00,239.95,16.80,2.42
TUN,TUN,2003,14.00,343.93,48.15,2.48
TUN,TUN,2003,8.00,262.45,21.00,2.53
TUN,TUN,2003,10.00,295.62,29.56,2.57
TUN,TUN,2003,6.00,233.29,14.00,2.67
TUN,TUN,2003,6.00,233.29,14.00,2.67
TUN,TUN,2003,6.00,233.29,14.00,2.67
TUN,TUN,2003,5.00,223.96,11.20,2.95
TUN,TUN,2003,12.00,349.93,41.99,3.00
TUN,TUN,2003,6.50,258.41,16.80,3.02
TUN,TUN,2003,8.00,297.44,23.80,3.25
TUN,TUN,2003,7.00,299.94,21.00,3.78
TUN,TUN,2003,7.00,299.94,21.00,3.78
TUN,TUN,2003,7.00,299.94,21.00,3.78
TUN,TUN,2003,7.00,299.94,21.00,3.78
TUN,TUN,2003,7.00,299.94,21.00,3.78
TUN,TUN,2003,6.00,279.95,16.80,3.84
TUN,TUN,2003,6.00,279.95,16.80,3.84
TUN,TUN,2003,8.00,349.93,27.99,4.50
TUN,TUN,2003,8.00,349.93,27.99,4.50
TUN,TUN,2003,8.00,349.93,27.99,4.50
TUN,TUN,2003,8.00,349.93,27.99,4.50
TUN,TUN,2003,10.00,419.92,41.99,5.18
TUN,TUN,2003,8.00,384.93,30.79,5.45
TUN,TUN,2003,6.00,349.93,21.00,6.00
TUN,TUN,2003,6.00,349.93,21.00,6.00
TUN,TUN,2003,6.00,349.93,21.00,6.00
TUN,TUN,2003,6.00,349.93,21.00,6.00
TUN,TUN,2003,8.00,437.42,34.99,7.03
TUN,TUN,2003,8.00,437.42,34.99,7.03
TUN,TUN,2003,9.00,497.68,44.79,8.09
TUN,TUN,2003,8.00,524.90,41.99,10.13
TUN,TUN,2003,6.00,466.58,27.99,10.67
TUN,TUN,2003,6.00,583.22,34.99,16.67
TUN,TUN,2003,6.00,583.22,34.99,16.67
TUN,TUN,2003,7.00,639.88,44.79,17.20
WSU,WSU,2003,58.00,48.27,27.99,0.01
WSU,WSU,2003,56.00,49.99,27.99,0.01
WSU,WSU,2003,54.00,51.84,27.99,0.01
WSU,WSU,2003,66.00,63.62,41.99,0.02
WSU,WSU,2003,69.00,71.00,48.99,0.02
WSU,WSU,2003,55.00,63.62,34.99,0.02
WSU,WSU,2003,55.00,76.35,41.99,0.03
WSU,WSU,2003,54.00,77.76,41.99,0.03
WSU,WSU,2003,53.00,79.23,41.99,0.03
WSU,WSU,2003,74.00,94.58,69.99,0.04
WSU,WSU,2003,51.00,82.34,41.99,0.04
WSU,WSU,2003,56.00,87.48,48.99,0.04
WSU,WSU,2003,69.00,101.43,69.99,0.04
WSU,WSU,2003,68.00,102.92,69.99,0.05
WSU,WSU,2003,58.00,96.53,55.99,0.05
WSU,WSU,2003,57.00,98.23,55.99,0.05
WSU,WSU,2003,56.00,99.98,55.99,0.05
WSU,WSU,2003,72.00,116.64,83.98,0.06
WSU,WSU,2003,71.00,118.29,83.98,0.06
WSU,WSU,2003,70.00,119.98,83.98,0.06
WSU,WSU,2003,69.00,121.72,83.98,0.06
WSU,WSU,2003,66.00,127.25,83.98,0.07
WSU,WSU,2003,72.00,136.09,97.98,0.08
WSU,WSU,2003,72.00,136.09,97.98,0.08
WSU,WSU,2003,35.00,99.98,34.99,0.08
WSU,WSU,2003,76.00,147.34,111.98,0.08
WSU,WSU,2003,76.00,147.34,111.98,0.08
WSU,WSU,2003,76.00,147.34,111.98,0.08
WSU,WSU,2003,69.00,142.00,97.98,0.09
WSU,WSU,2003,74.00,151.32,111.98,0.09
WSU,WSU,2003,66.00,148.46,97.98,0.10
WSU,WSU,2003,86.00,170.90,146.97,0.10
WSU,WSU,2003,67.00,156.69,104.98,0.11
WSU,WSU,2003,60.00,151.64,90.98,0.11
