site,zone,year,zone.year,depth,density,swe,htc
RA2,cT,2009,2009.cT,15,246.3528935,36.95293402,1.189519063
RA2,cT,2009,2009.cT,14,199.9617642,27.99464699,0.83967885
RA2,cT,2009,2009.cT,14,279.9464699,39.19250578,1.645770546
RA2,cT,2009,2009.cT,17,214.0767123,36.39304108,0.792569329
RA2,cT,2009,2009.cT,18,202.1835616,36.39304108,0.667677145
RA2,cT,2009,2009.cT,16,218.7081796,34.99330873,0.878936296
RA2,cT,2009,2009.cT,24,221.6242886,53.18982927,0.601687235
RA2,cT,2009,2009.cT,23,225.1743345,51.79009693,0.648122756
RA2,cT,2009,2009.cT,19,250.4784204,47.59089988,0.970810268
RA2,cT,2009,2009.cT,20,223.9571759,44.79143518,0.737305205
RA2,aF,2013,2013.aF,53,195.434328,103.5801939,0.211871802
RA2,aF,2013,2013.aF,42,209.1166401,86.78340566,0.309796437
RA2,aF,2013,2013.aF,46,213.0027488,97.98126445,0.289974571
RA2,aF,2013,2013.aF,44,205.937633,89.58287036,0.28663519
RA2,aF,2013,2013.aF,49,234.2409238,114.7780526,0.329212862
RA2,aF,2013,2013.aF,49,234.2409238,114.7780526,0.329212862
RA2,aF,2013,2013.aF,34,200.558665,67.18715277,0.353008679
RA2,aF,2013,2013.aF,28,174.9665437,48.99063223,0.32143956
RA2,aF,2013,2013.aF,26,274.4573234,69.98661747,0.868473952
RA2,aF,2013,2013.aF,35,226.3567171,79.22485097,0.430393852
RA2,aF,2013,2013.aF,38,198.9093339,75.58554686,0.306107563
RA2,aF,2013,2013.aF,52,188.4255086,97.98126445,0.200735128
RA2,aF,2013,2013.aF,71,248.4032057,176.366276,0.255507336
RA2,aF,2013,2013.aF,118,298.9258916,352.732552,0.222634462
RA2,aF,2013,2013.aF,82,399.4358168,327.5373697,0.572041435
RA2,aF,2013,2013.aF,149,311.8866711,464.71114,0.191935228
RA2,aF,2013,2013.aF,103,225.587932,232.35557,0.145258593
RA2,aF,2013,2013.aF,104,253.0285401,263.1496817,0.180989346
RA2,aF,2013,2013.aF,78,254.8230687,198.7619936,0.244754232
RA2,aF,2013,2013.aF,68,201.7261327,137.1737702,0.175939253
RA2,aF,2013,2013.aF,82,252.6346191,207.1603877,0.228833289
RA2,aF,2013,2013.aF,107,313.9586578,335.9357638,0.270837303
RA2,aF,2013,2013.aF,86,247.3945548,212.7593171,0.209232504
RA2,aF,2013,2013.aF,87,257.4220413,223.9571759,0.223933742
RA2,aF,2013,2013.aF,94,262.0775463,246.3528935,0.214822173
RA2,aF,2013,2013.aF,98,268.5200833,263.1496817,0.216309105
RA2,aF,2013,2013.aF,112,279.9464699,313.5400463,0.205721318
RA2,aF,2013,2013.aF,86,257.1601293,221.1577112,0.22607688
RA2,aF,2013,2013.aF,106,242.9724078,257.5507523,0.163740224
RA2,aF,2013,2013.aF,118,241.9876265,285.5453993,0.145898774
RA2,aF,2013,2013.aF,100,251.9518229,251.9518229,0.18663038
RA2,aF,2013,2013.aF,98,228.5277305,223.9571759,0.156674771
RA2,aF,2013,2013.aF,98,268.5200833,263.1496817,0.216309105
RA2,aF,2013,2013.aF,108,269.5780821,291.1443287,0.197830265
RA2,aF,2013,2013.aF,88,267.2216303,235.1550347,0.238565631
RA2,bE,2013,2013.bE,51,279.9464699,142.7726996,0.45178015
RA2,bE,2013,2013.bE,44,241.7719512,106.3796585,0.390576838
RA2,bE,2013,2013.bE,51,249.4572504,125.9759114,0.362283216
RA2,bE,2013,2013.bE,55,239.2269833,131.5748408,0.305917956
RA2,bE,2013,2013.bE,64,240.5789975,153.9705584,0.26587823
RA2,bE,2013,2013.bE,70,267.948764,187.5641348,0.301545469
RA2,bE,2013,2013.bE,76,254.1619266,193.1630642,0.249893365
RA2,bE,2013,2013.bE,85,251.7861741,212.7593171,0.22057403
RA2,bE,2013,2013.bE,66,241.7719512,159.5694878,0.260384559
RA2,bE,2013,2013.bE,52,263.795712,137.1737702,0.393440851
RA2,bE,2013,2013.bE,54,217.7361432,117.5775173,0.258115819
RA2,bE,2013,2013.bE,43,234.3737887,100.7807292,0.375575242
RA2,bE,2013,2013.bE,40,195.9625289,78.38501156,0.282249649
RA2,bE,2013,2013.bE,43,227.8634057,97.98126445,0.354999747
RA2,bE,2013,2013.bE,42,239.954117,100.7807292,0.403045848
RA2,bE,2013,2013.bE,43,201.8218736,86.78340566,0.278493679
RA2,bE,2013,2013.bE,42,213.2925485,89.58287036,0.318455979
RA2,bE,2013,2013.bE,44,229.0471117,100.7807292,0.350545417
RA2,bE,2013,2013.bE,50,201.5614583,100.7807292,0.238886886
RA2,bE,2013,2013.bE,61,229.4643196,139.9732349,0.253774409
RA2,bE,2013,2013.bE,57,191.5423215,109.1791232,0.189235219
RA2,bE,2013,2013.bE,58,217.1998473,125.9759114,0.23913237
RA2,bE,2013,2013.bE,67,275.7681643,184.7646701,0.333703517
RA2,bE,2013,2013.bE,64,288.6947971,184.7646701,0.382864651
RA2,bE,2013,2013.bE,46,249.5175058,114.7780526,0.397916126
RA2,bE,2013,2013.bE,82,256.0486005,209.9598524,0.235059761
RA2,bE,2013,2013.bE,101,332.6096672,335.9357638,0.322029525
RA2,bE,2013,2013.bE,89,286.2374018,254.7512876,0.27065128
RA2,bE,2013,2013.bE,89,257.9282082,229.5561053,0.219763218
RA2,bE,2013,2013.bE,84,253.2849013,212.7593171,0.224536344
RA2,bE,2013,2013.bE,91,283.0228047,257.5507523,0.25879078
RA2,bE,2013,2013.bE,78,247.6449541,193.1630642,0.231159472
RA2,bE,2013,2013.bE,80,223.9571759,179.1657407,0.184326301
RA2,bE,2013,2013.bE,61,229.4643196,139.9732349,0.253774409
RA2,cT,2013,2013.cT,7,371.9288814,26.0350217,5.809905898
RA2,cT,2013,2013.cT,10,327.5373697,32.75373697,3.15405342
RA2,cT,2013,2013.cT,12,405.9223813,48.71068576,4.036938001
RA2,cT,2013,2013.cT,18,376.3724762,67.74704571,2.3137186
RA2,cT,2013,2013.cT,17,326.0553002,55.42940103,1.838573252
RA2,cT,2013,2013.cT,22,356.2955071,78.38501156,1.696466708
RA2,cT,2013,2013.cT,17,321.1150684,54.58956162,1.783280989
RA2,cT,2013,2013.cT,26,251.9518229,65.50747395,0.717809153
RA2,cT,2013,2013.cT,35,223.9571759,78.38501156,0.42131726
RA2,cT,2013,2013.cT,13,323.0151575,41.99197048,2.359661911
RA2,cT,2013,2013.cT,15,251.9518229,37.79277343,1.244202533
RA2,cT,2013,2013.cT,16,288.6947971,46.19116753,1.531458602
RA2,cT,2013,2013.cT,13,275.6396011,35.83314814,1.718253367
RA2,cT,2013,2013.cT,15,354.5988618,53.18982927,2.464510915
RA2,cT,2013,2013.cT,8,314.9397786,25.19518229,3.645124607
RA2,cT,2013,2013.cT,8,332.436433,26.59491464,4.061388837
RA2,cT,2013,2013.cT,6,368.5961853,22.11577112,6.657294244
RA2,cT,2013,2013.cT,16,297.4431242,47.59089988,1.625680573
RA2,cT,2013,2013.cT,15,362.064101,54.30961515,2.5693721
RA2,cT,2013,2013.cT,16,325.4377712,52.0700434,1.946091526
RA2,cT,2013,2013.cT,10,484.3073929,48.43073929,6.895877333
RA2,cT,2013,2013.cT,10,391.9250578,39.19250578,4.515994378
RA2,cT,2013,2013.cT,10,383.5266637,38.35266637,4.324525432
RA2,cT,2013,2013.cT,11,330.845828,36.39304108,2.925539528
RA2,cT,2013,2013.cT,14,305.9414992,42.83180989,1.96560422
RA2,cT,2013,2013.cT,11,310.4860848,34.15346932,2.576552091
RA2,cT,2013,2013.cT,9,382.5935088,34.43341579,4.781674571
RA2,cT,2013,2013.cT,15,298.6095679,44.79143518,1.747686411
RA2,cT,2013,2013.cT,17,250.3050789,42.55186342,1.083521998
RA2,cT,2013,2013.cT,13,316.5548544,41.15213107,2.2662193
RA2,cT,2013,2013.cT,7,335.9357638,23.51550347,4.739819172
RA2,cT,2013,2013.cT,23,322.5470196,74.18581451,1.329858891
RA2,cT,2013,2013.cT,13,383.3113203,49.83047164,3.322823467
RA2,cT,2013,2013.cT,11,330.845828,36.39304108,2.925539528
RA2,aF,2014,2014.aF,138,253.574701,349.9330873,0.136987231
RA2,aF,2014,2014.aF,143,303.4384813,433.9170283,0.189300868
RA2,aF,2014,2014.aF,129,314.6685126,405.9223813,0.225664994
RA2,aF,2014,2014.aF,130,323.0151575,419.9197048,0.235966191
RA2,aF,2014,2014.aF,130,323.0151575,419.9197048,0.235966191
RA2,aF,2014,2014.aF,127,341.6669514,433.9170283,0.270239952
RA2,aF,2014,2014.aF,128,323.6881058,414.3207754,0.240652758
RA2,aF,2014,2014.aF,120,291.6109061,349.9330873,0.208340455
RA2,aF,2014,2014.aF,125,302.3421875,377.9277343,0.214998198
RA2,aF,2014,2014.aF,118,301.2983193,355.5320167,0.226182365
RA2,aF,2014,2014.aF,140,299.9426463,419.9197048,0.188927741
RA2,aF,2014,2014.aF,146,297.203444,433.9170283,0.177869773
RA2,aF,2014,2014.aF,154,293.5802265,452.1135488,0.164543303
RA2,aF,2014,2014.aF,106,277.3054654,293.9437934,0.213284023
RA2,aF,2014,2014.aF,126,288.8336594,363.9304108,0.19465806
RA2,aF,2014,2014.aF,122,270.7678971,330.3368344,0.176677743
RA2,aF,2014,2014.aF,97,236.6557787,229.5561053,0.169750016
RA2,aF,2014,2014.aF,146,316.3778598,461.9116753,0.201561064
RA2,aF,2014,2014.aF,92,228.2172309,209.9598524,0.166439486
RA2,aF,2014,2014.aF,112,299.9426463,335.9357638,0.236159677
RA2,aF,2014,2014.aF,142,266.1462918,377.9277343,0.146655996
RA2,aF,2014,2014.aF,115,377.319155,433.9170283,0.363971347
RA2,aF,2014,2014.aF,147,333.269607,489.9063223,0.222137262
RA2,aF,2014,2014.aF,146,268.4418204,391.9250578,0.145109159
RA2,aF,2014,2014.aF,131,288.4944537,377.9277343,0.18678886
RA2,aF,2014,2014.aF,112,174.9665437,195.9625289,0.08035989
RA2,aF,2014,2014.aF,131,320.549393,419.9197048,0.230603531
RA2,aF,2014,2014.aF,137,357.5958557,489.9063223,0.274417445
RA2,aF,2014,2014.aF,83,185.5066969,153.9705584,0.12189571
RA2,aF,2014,2014.aF,92,213.0027488,195.9625289,0.144987286
RA2,aF,2014,2014.aF,175,399.9235284,699.8661747,0.268697232
RA2,aF,2014,2014.aF,175,375.9281167,657.8742042,0.237420874
RA2,aF,2014,2014.aF,175,390.3253637,683.0693865,0.255954534
RA2,bE,2014,2014.bE,31,225.7632822,69.98661747,0.483383984
RA2,bE,2014,2014.bE,28,299.9426463,83.98394096,0.944638706
RA2,bE,2014,2014.bE,34,288.1801896,97.98126445,0.718119399
RA2,bE,2014,2014.bE,35,207.9602348,72.78608217,0.363278658
RA2,bE,2014,2014.bE,38,128.9227164,48.99063223,0.128594569
RA2,bE,2014,2014.bE,50,279.9464699,139.9732349,0.460815753
RA2,bE,2014,2014.bE,50,265.9491464,132.9745732,0.415886217
RA2,bE,2014,2014.bE,52,255.7203331,132.9745732,0.369721332
RA2,bE,2014,2014.bE,42,199.9617642,83.98394096,0.27989295
RA2,bE,2014,2014.bE,32,262.4498155,83.98394096,0.632834133
RA2,bE,2014,2014.bE,36,116.6443624,41.99197048,0.11111491
RA2,bE,2014,2014.bE,36,295.4990515,106.3796585,0.713110797
RA2,bE,2014,2014.bE,34,247.0115911,83.98394096,0.527597926
RA2,bE,2014,2014.bE,32,262.4498155,83.98394096,0.632834133
RA2,bE,2014,2014.bE,30,233.2887249,69.98661747,0.533351566
RA2,bE,2014,2014.bE,36,248.8413065,89.58287036,0.505696299
RA2,bE,2014,2014.bE,40,265.9491464,106.3796585,0.519857771
RA2,bE,2014,2014.bE,40,279.9464699,111.9785879,0.576019691
RA2,bE,2014,2014.bE,36,279.9464699,100.7807292,0.640021879
RA2,bE,2014,2014.bE,40,279.9464699,111.9785879,0.576019691
RA2,bE,2014,2014.bE,44,229.0471117,100.7807292,0.350545417
RA2,bE,2014,2014.bE,50,307.9411169,153.9705584,0.557587061
RA2,bE,2014,2014.bE,52,296.0972277,153.9705584,0.495692867
RA2,bE,2014,2014.bE,58,265.46648,153.9705584,0.357222429
RA2,bE,2014,2014.bE,72,369.3738144,265.9491464,0.55711781
RA2,bE,2014,2014.bE,75,205.2940779,153.9705584,0.165210981
RA2,bE,2014,2014.bE,52,183.0419226,95.18179975,0.189428415
RA2,bE,2014,2014.bE,52,484.5227363,251.9518229,1.327309825
RA2,bE,2014,2014.bE,46,273.860677,125.9759114,0.47934572
RA2,bE,2014,2014.bE,48,291.6109061,139.9732349,0.520851138
RA2,bE,2014,2014.bE,64,332.436433,212.7593171,0.507673605
RA2,bE,2014,2014.bE,42,293.2772541,123.1764467,0.602080835
RA2,cT,2014,2014.cT,8,188.9638672,15.11710937,1.312244859
RA2,cT,2014,2014.cT,5,72.78608217,3.639304108,0.311511449
RA2,cT,2014,2014.cT,5,134.3743055,6.718715277,1.061719495
RA2,cT,2014,2014.cT,7,211.0365696,13.71737702,2.014417155
RA2,cT,2014,2014.cT,5,134.3743055,6.718715277,1.061719495
RA2,cT,2014,2014.cT,4,202.9611907,8.118447626,3.027703501
RA2,cT,2014,2014.cT,6,326.6042148,19.59625289,5.226845345
RA2,cT,2014,2014.cT,11,160.3329782,17.6366276,0.687069017
RA2,cT,2014,2014.cT,10,176.366276,17.6366276,0.914488861
RA2,cT,2014,2014.cT,8,174.9665437,13.99732349,1.125038459
RA2,cT,2014,2014.cT,7,172.2747507,11.19785879,1.342385443
RA2,cT,2014,2014.cT,5,167.9678819,8.398394096,1.65893671
RA2,cT,2014,2014.cT,5,130.6416859,5.878875867,1.11506034
RA2,cT,2014,2014.cT,8,192.463198,15.39705584,1.361296535
RA2,cT,2014,2014.cT,9,214.0767123,18.19652054,1.585138657
RA2,cT,2014,2014.cT,7,115.9778232,8.118447626,0.56493593
RA2,cT,2014,2014.cT,8,186.6309799,13.99732349,1.365380008
RA2,cT,2014,2014.cT,7,150.7404069,9.798126445,1.027763855
RA2,cT,2014,2014.cT,6,142.5182028,7.838501156,1.085738693
RA2,cT,2014,2014.cT,4,199.9617642,6.998661747,3.3587154
RA2,cT,2014,2014.cT,6,139.9732349,8.398394096,0.960032818
RA2,cT,2014,2014.cT,5,195.9625289,9.798126445,2.257997189
RA2,cT,2014,2014.cT,6,137.428267,7.558554686,1.0095708
RA2,cT,2014,2014.cT,8,139.9732349,11.19785879,0.720024614
RA2,cT,2014,2014.cT,7,131.9747644,9.238233506,0.731528214
RA2,cT,2014,2014.cT,8,129.4752423,10.35801939,0.61607106
RA2,cT,2014,2014.cT,8,220.2245563,16.51684172,1.901155124
RA2,cT,2014,2014.cT,6,127.2483954,6.998661747,0.865544239
RA2,cT,2014,2014.cT,6,102.647039,6.158822337,0.516284316
RA2,cT,2014,2014.cT,5,190.3635995,9.518179975,2.130812041
RA2,cT,2014,2014.cT,6,229.0471117,12.59759114,2.804363334
RAM,aF,2008,2008.aF,160,297.4431242,475.9089988,0.162568057
RAM,aF,2008,2008.aF,115,309.1582754,355.5320167,0.24434938
RAM,aF,2008,2008.aF,180,304.8306005,548.6950809,0.151772102
RAM,aF,2008,2008.aF,174,328.2131026,571.0907985,0.182016145
RAM,aF,2008,2008.aF,144,303.2753424,436.716493,0.187784197
RAM,aF,2008,2008.aF,147,293.2772541,431.1175636,0.172023096
RAM,aF,2008,2008.aF,122,298.3036154,363.9304108,0.214439376
RAM,aF,2008,2008.aF,164,337.9841526,554.2940103,0.204784064
RAM,aF,2008,2008.aF,149,340.0692017,506.7031105,0.228189505
RAM,aF,2008,2008.aF,139,273.9044597,380.727199,0.158683122
RAM,aF,2008,2008.aF,213,360.1189331,767.0533274,0.179002723
RAM,aF,2008,2008.aF,160,293.9437934,470.3100694,0.158765427
RAM,aF,2008,2008.aF,212,357.8561006,758.6549333,0.177594013
RAM,aF,2008,2008.aF,244,369.4375545,901.427633,0.164452161
RAM,aF,2008,2008.aF,169,361.1143812,610.2833043,0.226855961
RAM,aF,2008,2008.aF,146,345.1394834,503.9036458,0.239874324
RAM,aF,2008,2008.aF,186,322.0889492,599.0854455,0.16397817
RAM,aF,2008,2008.aF,210,405.2558421,851.0372684,0.229925217
RAM,bE,2008,2008.bE,45,307.9411169,138.5735026,0.619541179
RAM,bE,2008,2008.bE,49,245.6673103,120.376982,0.362114564
RAM,bE,2008,2008.bE,54,228.104531,123.1764467,0.283283575
RAM,bE,2008,2008.bE,66,254.4967908,167.9678819,0.288514746
RAM,bE,2008,2008.bE,87,284.7731331,247.7526258,0.274047664
RAM,bE,2008,2008.bE,43,253.9049378,109.1791232,0.440779277
RAM,bE,2008,2008.bE,62,270.9159386,167.9678819,0.348036469
RAM,bE,2008,2008.bE,34,222.310432,75.58554686,0.42735432
RAM,bE,2008,2008.bE,31,216.7327509,67.18715277,0.44548668
RAM,bE,2008,2008.bE,43,179.0355331,76.98527921,0.219158007
RAM,bE,2008,2008.bE,35,231.9556465,81.18447626,0.451948744
RAM,bE,2008,2008.bE,25,492.705787,123.1764467,2.854845752
RAM,bE,2008,2008.bE,22,165.422914,36.39304108,0.365692441
RAM,bE,2008,2008.bE,8,279.9464699,22.39571759,2.880098455
RAM,bE,2008,2008.bE,14,199.9617642,27.99464699,0.83967885
RAM,bE,2008,2008.bE,20,181.9652054,36.39304108,0.486736639
RAM,bE,2008,2008.bE,32,262.4498155,83.98394096,0.632834133
RAM,bE,2008,2008.bE,41,211.6668431,86.78340566,0.321269235
RAM,bE,2008,2008.bE,39,277.075224,108.0593374,0.578732817
RAM,bE,2008,2008.bE,32,227.4565068,72.78608217,0.475328749
RAM,bE,2008,2008.bE,21,173.3001956,36.39304108,0.420461409
RAM,bE,2008,2008.bE,32,201.2115252,64.38768807,0.371965841
RAM,bE,2008,2008.bE,30,205.2940779,61.58822337,0.413027453
RAM,bE,2008,2008.bE,16,192.463198,30.79411169,0.680648268
RAM,bE,2008,2008.bE,30,200.6283034,60.18849102,0.394466818
RAM,bE,2008,2008.bE,40,251.9518229,100.7807292,0.46657595
RAM,bE,2008,2008.bE,69,271.8320794,187.5641348,0.314847069
RAM,bE,2008,2008.bE,45,248.8413065,111.9785879,0.40455704
RAM,bE,2008,2008.bE,62,270.9159386,167.9678819,0.348036469
RAM,bE,2008,2008.bE,72,283.8346153,204.360923,0.328961863
RAM,bE,2008,2008.bE,64,258.0756519,165.1684172,0.305957725
RAM,bE,2008,2008.bE,61,284.5357563,173.5668113,0.390203531
RAM,bE,2008,2008.bE,63,293.2772541,184.7646701,0.401387223
RAM,cT,2008,2008.cT,13,301.4808137,39.19250578,2.055527709
RAM,cT,2008,2008.cT,11,178.1477536,19.59625289,0.848233354
RAM,cT,2008,2008.cT,10,67.18715277,6.718715277,0.132714937
RAM,cT,2008,2008.cT,28,209.9598524,58.78875867,0.462872966
RAM,cT,2008,2008.cT,14,179.9655878,25.19518229,0.680139868
RAM,cT,2008,2008.cT,12,247.2860484,29.67432581,1.498184548
RAM,cT,2008,2008.cT,10,190.3635995,19.03635995,1.065406021
RAM,cT,2008,2008.cT,8,104.9799262,8.398394096,0.405013845
RAM,cT,2008,2008.cT,10,235.1550347,23.51550347,1.625757976
RAM,cT,2008,2008.cT,12,289.2780189,34.71336226,2.050203419
RAM,cT,2008,2008.cT,12,181.9652054,21.83582465,0.811227732
RAM,cT,2008,2008.cT,13,206.7297008,26.87486111,0.966517519
RAM,cT,2008,2008.cT,11,274.8565341,30.23421875,2.019141601
RAM,cT,2008,2008.cT,8,237.9544994,19.03635995,2.080871134
RAM,cT,2008,2008.cT,7,319.9388227,22.39571759,4.299155712
RAM,cT,2008,2008.cT,8,335.9357638,26.87486111,4.147341775
RAM,cT,2008,2008.cT,8,209.9598524,16.79678819,1.620055381
RAM,cT,2008,2008.cT,9,236.3992412,21.27593171,1.825563641
RAM,cT,2008,2008.cT,14,195.9625289,27.43475405,0.806427567
RAM,cT,2008,2008.cT,14,235.9548817,33.03368344,1.169168831
RAM,cT,2008,2008.cT,9,167.9678819,15.11710937,0.921631506
RAM,cT,2008,2008.cT,7,223.9571759,15.67700231,2.106586299
RAM,cT,2008,2008.cT,9,248.8413065,22.39571759,2.022785198
RAM,cT,2008,2008.cT,9,186.6309799,16.79678819,1.137816674
RAM,cT,2008,2008.cT,10,263.1496817,26.31496817,2.035883996
RAM,cT,2008,2008.cT,11,178.1477536,19.59625289,0.848233354
RAM,cT,2008,2008.cT,11,229.0471117,25.19518229,1.402181667
RAM,cT,2008,2008.cT,12,149.3047839,17.91657407,0.546152003
RAM,cT,2008,2008.cT,14,175.9663525,24.63528935,0.650247301
RAM,cT,2008,2008.cT,8,209.9598524,16.79678819,1.620055381
RAM,cT,2008,2008.cT,17,237.1311274,40.31229166,0.972468497
RAM,cT,2008,2008.cT,13,254.1052573,33.03368344,1.460263665
RAM,cT,2008,2008.cT,11,229.0471117,25.19518229,1.402181667
RAM,aF,2009,2009.aF,103,273.1516526,281.3462022,0.212969676
RAM,aF,2009,2009.aF,122,275.3571835,335.9357638,0.182717574
RAM,aF,2009,2009.aF,121,305.3961489,369.5293402,0.226615219
RAM,aF,2009,2009.aF,122,279.9464699,341.5346932,0.188858915
RAM,aF,2009,2009.aF,122,325.8393338,397.5239872,0.255855359
RAM,aF,2009,2009.aF,140,275.9472346,386.3261284,0.15990844
RAM,aF,2009,2009.aF,112,309.9407345,347.1336226,0.252166055
RAM,aF,2009,2009.aF,144,307.1634878,442.3154224,0.192630042
RAM,aF,2009,2009.aF,146,325.9650677,475.9089988,0.213961974
RAM,aF,2009,2009.aF,134,313.372914,419.9197048,0.215459399
RAM,aF,2009,2009.aF,160,279.9464699,447.9143518,0.144004923
RAM,aF,2009,2009.aF,116,284.7731331,330.3368344,0.205535748
RAM,aF,2009,2009.aF,112,284.945514,319.1389756,0.213134108
RAM,aF,2009,2009.aF,131,324.8233849,425.5186342,0.236793954
RAM,aF,2009,2009.aF,142,343.0329983,487.1068576,0.243630011
RAM,aF,2009,2009.aF,125,326.9774768,408.721846,0.251462364
RAM,aF,2009,2009.aF,134,290.3922337,389.1255931,0.18501738
RAM,aF,2009,2009.aF,148,332.9093155,492.705787,0.220159541
RAM,aF,2009,2009.aF,120,282.2793571,338.7352285,0.195220007
RAM,aF,2009,2009.aF,163,333.187823,543.0961515,0.200234067
RAM,aF,2009,2009.aF,120,347.6002001,417.1202401,0.296023453
RAM,aF,2009,2009.aF,143,270.1581318,386.3261284,0.150053933
RAM,aF,2009,2009.aF,123,273.1185072,335.9357638,0.178297182
RAM,aF,2009,2009.aF,167,353.7048212,590.6870514,0.220248429
RAM,aF,2009,2009.aF,196,339.9349991,666.2725983,0.173333705
RAM,aF,2009,2009.aF,182,352.2403385,641.077416,0.200426029
RAM,aF,2009,2009.aF,154,403.5591968,621.4811631,0.310914594
RAM,aF,2009,2009.aF,176,369.0203466,649.4758101,0.227475845
RAM,aF,2009,2009.aF,162,359.4374428,582.2886573,0.2344655
RAM,aF,2009,2009.aF,180,356.15412,641.077416,0.207181403
RAM,aF,2009,2009.aF,170,398.5120336,677.4704571,0.274651066
RAM,aF,2009,2009.aF,162,366.3497013,593.4865161,0.243570114
RAM,aF,2009,2009.aF,155,340.4510295,527.6990957,0.219849223
RAM,bE,2009,2009.bE,81,255.7535651,207.1603877,0.23741366
RAM,bE,2009,2009.bE,81,297.2271162,240.7539641,0.32065585
RAM,bE,2009,2009.bE,80,286.9451316,229.5561053,0.302590344
RAM,bE,2009,2009.bE,84,283.2791659,237.9544994,0.2808648
RAM,bE,2009,2009.bE,81,276.4903406,223.9571759,0.277473964
RAM,bE,2009,2009.bE,82,286.7744325,235.1550347,0.294858965
RAM,bE,2009,2009.bE,82,259.4625818,212.7593171,0.24136981
RAM,bE,2009,2009.bE,80,272.9478081,218.3582465,0.273789359
RAM,bE,2009,2009.bE,79,290.5773485,229.5561053,0.314227183
RAM,bE,2009,2009.bE,80,290.4444625,232.35557,0.310015598
RAM,bE,2009,2009.bE,80,290.4444625,232.35557,0.310015598
RAM,bE,2009,2009.bE,80,283.4458007,226.7566406,0.295255093
RAM,bE,2009,2009.bE,68,255.2453108,173.5668113,0.28167867
RAM,bE,2009,2009.bE,64,253.7014883,162.3689525,0.29567417
RAM,bE,2009,2009.bE,64,262.4498155,167.9678819,0.316417067
RAM,bE,2009,2009.bE,69,267.7748842,184.7646701,0.305518786
RAM,bE,2009,2009.bE,63,257.7284961,162.3689525,0.309978563
RAM,bE,2009,2009.bE,87,302.4708985,263.1496817,0.309168523
RAM,bE,2009,2009.bE,89,273.655538,243.5534288,0.247380696
RAM,bE,2009,2009.bE,76,257.8454328,195.9625289,0.257189139
RAM,bE,2009,2009.bE,78,251.2340114,195.9625289,0.2379083
RAM,bE,2009,2009.bE,73,272.2767036,198.7619936,0.298569498
RAM,bE,2009,2009.bE,76,257.8454328,195.9625289,0.257189139
RAM,bE,2009,2009.bE,98,291.3728564,285.5453993,0.254694424
RAM,bE,2009,2009.bE,93,301.0177095,279.9464699,0.286449768
RAM,bE,2009,2009.bE,94,303.7717013,285.5453993,0.288611814
RAM,bE,2009,2009.bE,98,305.6558395,299.5427228,0.280276477
RAM,bE,2009,2009.bE,99,299.7406647,296.7432581,0.266810839
RAM,bE,2009,2009.bE,104,301.4808137,313.5400463,0.256940964
RAM,bE,2009,2009.bE,106,274.664461,291.1443287,0.209240816
RAM,bE,2009,2009.bE,108,311.0516332,335.9357638,0.263383489
RAM,bE,2009,2009.bE,87,296.0353474,257.5507523,0.296152374
RAM,bE,2009,2009.bE,89,283.0919358,251.9518229,0.264735584
RAM,cT,2009,2009.cT,22,175.6027856,38.63261284,0.412085612
RAM,cT,2009,2009.cT,26,163.6610132,42.55186342,0.302875716
RAM,cT,2009,2009.cT,22,180.6927215,39.75239872,0.436320851
RAM,cT,2009,2009.cT,24,132.9745732,31.91389756,0.216607405
RAM,cT,2009,2009.cT,26,152.8938412,39.75239872,0.264334571
RAM,cT,2009,2009.cT,20,195.9625289,39.19250578,0.564499297
RAM,cT,2009,2009.cT,19,176.8082968,33.59357638,0.483725531
RAM,cT,2009,2009.cT,20,170.7673466,34.15346932,0.428673854
RAM,cT,2009,2009.cT,22,194.690045,42.83180989,0.506538127
RAM,cT,2009,2009.cT,18,143.0837513,25.75507523,0.334391678
RAM,cT,2009,2009.cT,16,90.98260271,14.55721643,0.1521052
RAM,cT,2009,2009.cT,16,131.2249078,20.99598524,0.316417067
RAM,cT,2009,2009.cT,12,244.9531611,29.39437934,1.470050253
RAM,cT,2009,2009.cT,16,183.7148709,29.39437934,0.620177451
RAM,cT,2009,2009.cT,19,198.9093339,37.79277343,0.612215126
RAM,cT,2009,2009.cT,12,191.2967544,22.95561053,0.896563982
RAM,cT,2009,2009.cT,18,227.0676922,40.8721846,0.842142369
RAM,cT,2009,2009.cT,15,205.2940779,30.79411169,0.826054905
RAM,cT,2009,2009.cT,15,289.2780189,43.39170283,1.640162735
RAM,cT,2009,2009.cT,16,209.9598524,33.59357638,0.810027691
RAM,cT,2009,2009.cT,16,227.4565068,36.39304108,0.950657498
RAM,cT,2009,2009.cT,16,195.9625289,31.35400463,0.705624122
RAM,cT,2009,2009.cT,16,192.463198,30.79411169,0.680648268
RAM,cT,2009,2009.cT,14,219.9579406,30.79411169,1.016011408
RAM,cT,2009,2009.cT,23,197.1796875,45.35132812,0.496985642
RAM,cT,2009,2009.cT,24,193.6296417,46.471114,0.459282367
RAM,cT,2009,2009.cT,26,220.7270243,57.38902632,0.55091551
RAM,cT,2009,2009.cT,24,209.9598524,50.39036458,0.54001846
RAM,cT,2009,2009.cT,18,248.8413065,44.79143518,1.011392599
RAM,cT,2009,2009.cT,20,188.9638672,37.79277343,0.524897943
